tweet,sentiment,tokenized_text,cleaned_text
Benda apa yang nggak bisa masuk kulkas? Jawaban paling lucu dan nggak masuk akal dapet merchandise dari Daimin!Translate post,netral,"['benda', 'apa', 'yang', 'nggak', 'bisa', 'masuk', 'kulkas', 'jawaban', 'paling', 'lucu', 'dan', 'nggak', 'masuk', 'akal', 'dapet', 'merchandise', 'dari', 'daimintranslate', 'post']","['kulkas', 'lucu', 'akal', 'merchandise', 'daimintranslate']"
"Honda Indonesia · @hondaisme. ·. Dec 26, 2020. Tampilan yang menawan dan semakin impresif dari New Honda Civic Hatchback RS, membuat siapapun yang melihat ingin (@) on X Fakta.. 
Formula E sukses &amp; untung besar
Mandalika rugi &amp; tinggalkan utang

Yang setuju Anies ambil alih kemudi 2024 membalap ketertinggalan, silahkan retweet!!",positif,"['honda', 'indonesia', 'dec', '26', '2020', 'tampilan', 'yang', 'menawan', 'dan', 'semakin', 'impresif', 'dari', 'new', 'honda', 'civic', 'hatchback', 'rs', 'membuat', 'siapapun', 'yang', 'melihat', 'ingin', 'on', 'x', 'fakta', 'formula', 'e', 'sukses', 'amp', 'untung', 'besar', 'mandalika', 'rugi', 'amp', 'tinggalkan', 'utang', 'yang', 'setuju', 'anies', 'ambil', 'alih', 'kemudi', '2024', 'membalap', 'ketertinggalan', 'silahkan', 'retweet']","['honda', 'indonesia', 'dec', '26', '2020', 'tampilan', 'menawan', 'impresif', 'honda', 'civic', 'hatchback', 'rs', 'fakta', 'formula', 'e', 'sukses', 'untung', 'mandalika', 'rugi', 'tinggalkan', 'utang', 'setuju', 'anies', 'ambil', 'alih', 'kemudi', 'membalap', 'ketertinggalan', 'silahkan', 'retweet']"
Nissan XTRAIL T32 2015 sarung jok paten mbtech Camaro,netral,"['nissan', 'xtrail', 't32', '2015', 'sarung', 'jok', 'paten', 'mbtech', 'camaro']","['nissan', 'xtrail', 't32', '2015', 'sarung', 'jok', 'paten', 'mbtech', 'camaro']"
"Dua tipe orang berdasarkan angin yang dipilih untuk ngisi ban mobil! ? Kamu tipe yang mana nih, Suzuki Family? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGear Si Gak Mau Ribet...",netral,"['dua', 'tipe', 'orang', 'berdasarkan', 'angin', 'yang', 'dipilih', 'untuk', 'ngisi', 'ban', 'mobil', 'kamu', 'tipe', 'yang', 'mana', 'nih', 'suzuki', 'family', 'si', 'gak', 'mau', 'ribet']","['tipe', 'berdasarkan', 'angin', 'dipilih', 'ngisi', 'ban', 'tipe', 'suzuki', 'family', 'ribet']"
Kurang lebih terdapat 500 Suzuki Jimny dari 12 provinsi yang hadir pada acara hari ini. Suzuki Family ramai banget yang dateng ke sini!Translate post,netral,"['kurang', 'lebih', 'terdapat', '500', 'suzuki', 'jimny', 'dari', '12', 'provinsi', 'yang', 'hadir', 'pada', 'acara', 'hari', 'ini', 'suzuki', 'family', 'ramai', 'banget', 'yang', 'dateng', 'ke', 'sinitranslate', 'post']","['500', 'suzuki', 'jimny', '12', 'provinsi', 'acara', 'suzuki', 'family', 'ramai', 'sinitranslate']"
"Saking nyaman bertahun-tahun pake mobil Suzuki, sampe lupa harus rutin ganti ban! 🫣 Lalu, kapan sih waktu yang tepat untuk mengganti ban? Simak di sini ya, Suzuki Family! #Suzuki #SuzukiIndonesi...",positif,"['saking', 'nyaman', 'bertahuntahun', 'pake', 'mobil', 'suzuki', 'sampe', 'lupa', 'harus', 'rutin', 'ganti', 'ban', 'lalu', 'kapan', 'sih', 'waktu', 'yang', 'tepat', 'untuk', 'mengganti', 'ban', 'simak', 'di', 'sini', 'ya', 'suzuki', 'family']","['saking', 'nyaman', 'bertahuntahun', 'suzuki', 'rutin', 'ban', 'mengganti', 'ban', 'simak', 'suzuki', 'family']"
"Polres Bogor Polda Jabar - Kecelakan lalu lintas terjadi di wilayah desa Sirnagalih Kecamatan Tamansari Kabupaten Bogor, yang mana dalam kecelakan tersebut sebuah mobil toyota avanza terguling...",negatif,"['polres', 'bogor', 'polda', 'jabar', 'kecelakan', 'lalu', 'lintas', 'terjadi', 'di', 'wilayah', 'desa', 'sirnagalih', 'kecamatan', 'tamansari', 'kabupaten', 'bogor', 'yang', 'mana', 'dalam', 'kecelakan', 'tersebut', 'sebuah', 'mobil', 'toyota', 'avanza', 'terguling']","['polres', 'bogor', 'polda', 'jabar', 'kecelakan', 'lintas', 'wilayah', 'desa', 'sirnagalih', 'kecamatan', 'tamansari', 'kabupaten', 'bogor', 'kecelakan', 'toyota', 'avanza', 'terguling']"
"Aksi penipuan jual beli mobil kembali memakan korban, kali ini menimpa salah seorang keluarga anggota TNI di Tangsel. Korban bernama Januar Supriatna (36), menceritakan kronologi bagaimana...",negatif,"['aksi', 'penipuan', 'jual', 'beli', 'mobil', 'kembali', 'memakan', 'korban', 'kali', 'ini', 'menimpa', 'salah', 'seorang', 'keluarga', 'anggota', 'tni', 'di', 'tangsel', 'korban', 'bernama', 'januar', 'supriatna', '36', 'menceritakan', 'kronologi', 'bagaimana']","['aksi', 'penipuan', 'jual', 'memakan', 'korban', 'menimpa', 'keluarga', 'tni', 'tangsel', 'korban', 'januar', 'supriatna', '36', 'menceritakan', 'kronologi']"
PROMO KHUSUS HYUNDAI JAKARTA BEKASI CENTER HARGA TERBAIK DAN PELAYANAN TERBAIK MELAYANI 3S -SALE -SERVICE -SPAREPART -TERIMA TUKAR TAMBAH SEMUA MEREK MOBIL HYUNDAI BEKASI JAKARTA CENTERTranslate post,positif,"['promo', 'khusus', 'hyundai', 'jakarta', 'bekasi', 'center', 'harga', 'terbaik', 'dan', 'pelayanan', 'terbaik', 'melayani', '3s', 'sale', 'service', 'sparepart', 'terima', 'tukar', 'tambah', 'semua', 'merek', 'mobil', 'hyundai', 'bekasi', 'jakarta', 'centertranslate', 'post']","['promo', 'khusus', 'hyundai', 'jakarta', 'bekasi', 'center', 'terbaik', 'pelayanan', 'terbaik', 'melayani', '3s', 'sale', 'service', 'sparepart', 'terima', 'tukar', 'merek', 'hyundai', 'bekasi', 'jakarta', 'centertranslate']"
"Jimny sih udah pasti ganteng dan gagah kalo di jalan. ? Tapi dari sekian banyak line up mobil Suzuki, mobil apa sih yang jadi dream car lo? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara...",positif,"['jimny', 'sih', 'udah', 'pasti', 'ganteng', 'dan', 'gagah', 'kalo', 'di', 'jalan', 'tapi', 'dari', 'sekian', 'banyak', 'line', 'up', 'mobil', 'suzuki', 'mobil', 'apa', 'sih', 'yang', 'jadi', 'dream', 'car', 'lo']","['jimny', 'ganteng', 'gagah', 'sekian', 'line', 'up', 'suzuki', 'dream', 'car', 'lo']"
Masih cari mobil untuk kebutuhan kuliah atau harian kamu? Mending beli mobil ini aja! Suzuki S-Presso siap temenin hari-hari kamu. ? Pastinya dengan promo liburan menarik dari Suzuki: ✅...,netral,"['masih', 'cari', 'mobil', 'untuk', 'kebutuhan', 'kuliah', 'atau', 'harian', 'kamu', 'mending', 'beli', 'mobil', 'ini', 'aja', 'suzuki', 'spresso', 'siap', 'temenin', 'harihari', 'kamu', 'pastinya', 'dengan', 'promo', 'liburan', 'menarik', 'dari', 'suzuki']","['kebutuhan', 'kuliah', 'harian', 'mending', 'suzuki', 'spresso', 'temenin', 'harihari', 'pastinya', 'promo', 'liburan', 'menarik', 'suzuki']"
Mobil Toyota masuk daftar mobil yang cocok untuk keluarga. Mobil pabrikan ini terkenal karena kehandalannya. Irit dan bisa menampung banyak penumpang. #KilasTranslate post,positif,"['mobil', 'toyota', 'masuk', 'daftar', 'mobil', 'yang', 'cocok', 'untuk', 'keluarga', 'mobil', 'pabrikan', 'ini', 'terkenal', 'karena', 'kehandalannya', 'irit', 'dan', 'bisa', 'menampung', 'banyak', 'penumpang', 'post']","['toyota', 'cocok', 'keluarga', 'pabrikan', 'terkenal', 'kehandalannya', 'irit', 'menampung', 'penumpang']"
Kalau nonton bola enaknya yang bagaimana?,netral,"['kalau', 'nonton', 'bola', 'enaknya', 'yang', 'bagaimana']",['enaknya']
"KB Bukopin Salurkan Pembiayaan Pemesanan Mobil Hyundai Rp 1,6 TriliunTranslate post",netral,"['kb', 'bukopin', 'salurkan', 'pembiayaan', 'pemesanan', 'mobil', 'hyundai', 'rp', '16', 'triliuntranslate', 'post']","['kb', 'bukopin', 'salurkan', 'pembiayaan', 'pemesanan', 'hyundai', 'rp', '16', 'triliuntranslate']"
Ganti aki mobil Toyota Voxy juga segini kokTranslate post,netral,"['ganti', 'aki', 'mobil', 'toyota', 'voxy', 'juga', 'segini', 'koktranslate', 'post']","['aki', 'toyota', 'voxy', 'segini', 'koktranslate']"
Mobil Bekas: Jual BMW 320i E90 Tahun 2008 http://goo.gl/k22HGQ,netral,"['mobil', 'bekas', 'jual', 'bmw', '320i', 'e90', 'tahun', '2008']","['bekas', 'jual', 'bmw', '320i', 'e90', '2008']"
"Temukan beragam produk mobil Toyota terbaru hanya di @tunas.toyota. Dengan voucher #SodexoGiftPass, kamu bisa mendapatkan mobil idaman tanpa melebihi anggaran belanja kamu. Segera kunjungi...",netral,"['temukan', 'beragam', 'produk', 'mobil', 'toyota', 'terbaru', 'hanya', 'di', 'dengan', 'voucher', 'kamu', 'bisa', 'mendapatkan', 'mobil', 'idaman', 'tanpa', 'melebihi', 'anggaran', 'belanja', 'kamu', 'segera', 'kunjungi']","['temukan', 'beragam', 'produk', 'toyota', 'terbaru', 'voucher', 'idaman', 'melebihi', 'anggaran', 'belanja', 'kunjungi']"
Mobil Toyota Sudah Siap Gunakan BBM Bioetanol RON 95? #TempoOtomotifTranslate post,netral,"['mobil', 'toyota', 'sudah', 'siap', 'gunakan', 'bbm', 'bioetanol', 'ron', '95', 'post']","['toyota', 'bbm', 'bioetanol', 'ron', '95']"
"Keindahan tanah Sumatera diwujudkan melalui kuliner dan keseniannya. Kali ini kita akan menelusuri kekayaan kuliner khas Sumatera Barat yaitu Rendang tradisional sampai pembuatan kesenian Gorga,...",positif,"['keindahan', 'tanah', 'sumatera', 'diwujudkan', 'melalui', 'kuliner', 'dan', 'keseniannya', 'kali', 'ini', 'kita', 'akan', 'menelusuri', 'kekayaan', 'kuliner', 'khas', 'sumatera', 'barat', 'yaitu', 'rendang', 'tradisional', 'sampai', 'pembuatan', 'kesenian', 'gorga']","['keindahan', 'tanah', 'sumatera', 'diwujudkan', 'kuliner', 'keseniannya', 'menelusuri', 'kekayaan', 'kuliner', 'khas', 'sumatera', 'barat', 'rendang', 'tradisional', 'pembuatan', 'kesenian', 'gorga']"
"Hi, #HyundaiLovers ? ✅️ Rasa kepedulian lingkungan yang tinggi dengan mengendarai mobil listrik terbaik di dunia tentu padanan yang sangat apik dan elegan. Hubungi kami untuk informasi...",positif,"['hi', 'rasa', 'kepedulian', 'lingkungan', 'yang', 'tinggi', 'dengan', 'mengendarai', 'mobil', 'listrik', 'terbaik', 'di', 'dunia', 'tentu', 'padanan', 'yang', 'sangat', 'apik', 'dan', 'elegan', 'hubungi', 'kami', 'untuk', 'informasi']","['kepedulian', 'lingkungan', 'mengendarai', 'listrik', 'terbaik', 'dunia', 'padanan', 'apik', 'elegan', 'informasi']"
#WulingQuiz Seberapa jeli Anda bisa menebak mobil-mobil Wuling di balik tirai ini dengan benar untuk memenangkan hadiah saldo e-wallet total senilai Rp500ribu untuk 5 pemenang beruntung! Caranya:...,netral,"['seberapa', 'jeli', 'anda', 'bisa', 'menebak', 'mobilmobil', 'wuling', 'di', 'balik', 'tirai', 'ini', 'dengan', 'benar', 'untuk', 'memenangkan', 'hadiah', 'saldo', 'ewallet', 'total', 'senilai', 'rp500ribu', 'untuk', '5', 'pemenang', 'beruntung', 'caranya']","['jeli', 'menebak', 'mobilmobil', 'wuling', 'tirai', 'memenangkan', 'senilai', 'rp500ribu', 'pemenang', 'beruntung']"
Sanggup memenuhi keinginan si gebetan bahkan sampai ke ujung dunia! ? Suzuki S-presso punya ground clearance rasa SUV dengan tinggi 180 mm yang membuat sensasi berkendara nyaman tanpa khawatir...,positif,"['sanggup', 'memenuhi', 'keinginan', 'si', 'gebetan', 'bahkan', 'sampai', 'ke', 'ujung', 'dunia', 'suzuki', 'spresso', 'punya', 'ground', 'clearance', 'rasa', 'suv', 'dengan', 'tinggi', '180', 'mm', 'yang', 'membuat', 'sensasi', 'berkendara', 'nyaman', 'tanpa', 'khawatir']","['sanggup', 'memenuhi', 'gebetan', 'ujung', 'dunia', 'suzuki', 'spresso', 'ground', 'clearance', 'suv', '180', 'mm', 'sensasi', 'nyaman', 'khawatir']"
Mobil Honda di Indonesia Gak Bisa Pakai BBM Pertamax Campur TebuTranslate post,netral,"['mobil', 'honda', 'di', 'indonesia', 'gak', 'bisa', 'pakai', 'bbm', 'pertamax', 'campur', 'tebutranslate', 'post']","['honda', 'indonesia', 'pakai', 'bbm', 'pertamax', 'campur', 'tebutranslate']"
Mobil Honda di Indonesia Gak Bisa Pakai BBM Pertamax Campur Tebu #Ramadan http://dlvr.it/SrDywnTranslate post,netral,"['mobil', 'honda', 'di', 'indonesia', 'gak', 'bisa', 'pakai', 'bbm', 'pertamax', 'campur', 'tebu', 'post']","['honda', 'indonesia', 'pakai', 'bbm', 'pertamax', 'campur', 'tebu']"
"Tahun Ini Honda Luncurkan 2 Mobil Hybrid di RI, CR-V dan HR-V Hybrid?",netral,"['tahun', 'ini', 'honda', 'luncurkan', '2', 'mobil', 'hybrid', 'di', 'ri', 'crv', 'dan', 'hrv', 'hybrid']","['honda', 'luncurkan', 'hybrid', 'ri', 'crv', 'hrv', 'hybrid']"
"Kecelakaan Maut Mobilio vs Scoopy di Klaten : Menyalip Berujung Petaka, Pengendara Motor TewasTranslate post",negatif,"['kecelakaan', 'maut', 'mobilio', 'vs', 'scoopy', 'di', 'klaten', 'menyalip', 'berujung', 'petaka', 'pengendara', 'motor', 'tewastranslate', 'post']","['kecelakaan', 'maut', 'mobilio', 'scoopy', 'klaten', 'menyalip', 'berujung', 'petaka', 'pengendara', 'tewastranslate']"
Siapa yang masih penasaran sama fitur-fitur terbaru dari Daihatsu New Terios? Daimin mau buat thread review sedikit tentang mobil ini.Translate post,netral,"['siapa', 'yang', 'masih', 'penasaran', 'sama', 'fiturfitur', 'terbaru', 'dari', 'daihatsu', 'new', 'terios', 'daimin', 'mau', 'buat', 'thread', 'review', 'sedikit', 'tentang', 'mobil', 'initranslate', 'post']","['penasaran', 'fiturfitur', 'terbaru', 'daihatsu', 'terios', 'review', 'initranslate']"
"Mobil Daihatsu Ayla dengan nomor polisi DT 1788 LF terlibat tabrakan dengan mobil Toyota Rush pelat DD 1241 NT di Perempatan Pasar Baru, Jalan MT Haryono, Kelurahan Bende, Kecamatan Kadia,...",negatif,"['mobil', 'daihatsu', 'ayla', 'dengan', 'nomor', 'polisi', 'dt', '1788', 'lf', 'terlibat', 'tabrakan', 'dengan', 'mobil', 'toyota', 'rush', 'pelat', 'dd', '1241', 'nt', 'di', 'perempatan', 'pasar', 'baru', 'jalan', 'mt', 'haryono', 'kelurahan', 'bende', 'kecamatan', 'kadia']","['daihatsu', 'ayla', 'nomor', 'polisi', 'dt', '1788', 'lf', 'terlibat', 'tabrakan', 'toyota', 'rush', 'pelat', 'dd', '1241', 'nt', 'perempatan', 'pasar', 'mt', 'haryono', 'kelurahan', 'bende', 'kecamatan', 'kadia']"
Viral Pengemudi Honda Brio Biru Sindir Kaum Pengguna PertaliteTranslate post,negatif,"['viral', 'pengemudi', 'honda', 'brio', 'biru', 'sindir', 'kaum', 'pengguna', 'pertalitetranslate', 'post']","['viral', 'pengemudi', 'honda', 'brio', 'biru', 'sindir', 'kaum', 'pengguna', 'pertalitetranslate']"
"Daihatsu Indonesia · @DaihatsuInd. ·. Jul 15, 2023. Gampang banget nih jawabannya! Reply jawaban Sahabat dan menangkan saldo ASTRAPAY total 200ribu buat 4 orang (@) on X #SepentingItu kan kalau kita bisa ngejalanin hari-hari kita dengan tanpa beban pikiran.

Buat Kamu yang tertarik, cuss cek link di bio ya untuk cari tahu apa yang sesuai sama kebutuhan kamu ☺️",netral,"['daihatsu', 'indonesia', 'jul', '15', '2023', 'gampang', 'banget', 'nih', 'jawabannya', 'reply', 'jawaban', 'sahabat', 'dan', 'menangkan', 'saldo', 'astrapay', 'total', '200ribu', 'buat', '4', 'orang', 'on', 'x', 'kan', 'kalau', 'kita', 'bisa', 'ngejalanin', 'harihari', 'kita', 'dengan', 'tanpa', 'beban', 'pikiran', 'buat', 'kamu', 'yang', 'tertarik', 'cuss', 'cek', 'link', 'di', 'bio', 'ya', 'untuk', 'cari', 'tahu', 'apa', 'yang', 'sesuai', 'sama', 'kebutuhan', 'kamu']","['daihatsu', 'indonesia', 'jul', '15', 'gampang', 'astrapay', 'ngejalanin', 'harihari', 'beban', 'pikiran', 'tertarik', 'cuss', 'sesuai', 'kebutuhan']"
" (@) on X ?GIVEAWAY ALERT!?

Jawab pertanyaannya dan menangkan saldo ASTRAPAY total 200ribu buat 4 orang yang beruntung

Caranya:
- Follow @DaihatsuInd
- RT &amp; LIKE tweet ini
- Reply jawaban kamu yang sebanyak-banyaknya
- Sertakan hashtag #DaihatsuQuiz

Buruan ikutan!

#DaihatsuSahabatku",positif,"['on', 'x', 'giveaway', 'alert', 'jawab', 'pertanyaannya', 'dan', 'menangkan', 'saldo', 'astrapay', 'total', '200ribu', 'buat', '4', 'orang', 'yang', 'beruntung', 'caranya', 'follow', 'rt', 'amp', 'like', 'tweet', 'ini', 'reply', 'jawaban', 'kamu', 'yang', 'sebanyakbanyaknya', 'sertakan', 'hashtag', 'buruan', 'ikutan']","['alert', 'astrapay', 'beruntung', 'sertakan', 'hashtag', 'buruan']"
"Mobil toyota Innova tercebur di Sungai Panjang Jiwo Permai depan Rumah Sakit Universitas Surabaya, Kamis, 29 Juni 2023 pukul 03.30 WIB dini hari. Diduga Pengemudi berinisial IRS (20) terpengaruh...",negatif,"['mobil', 'toyota', 'innova', 'tercebur', 'di', 'sungai', 'panjang', 'jiwo', 'permai', 'depan', 'rumah', 'sakit', 'universitas', 'surabaya', 'kamis', '29', 'juni', '2023', 'pukul', '0330', 'wib', 'dini', 'hari', 'diduga', 'pengemudi', 'berinisial', 'irs', '20', 'terpengaruh']","['toyota', 'innova', 'tercebur', 'sungai', 'jiwo', 'permai', 'sakit', 'universitas', 'surabaya', 'juni', '0330', 'diduga', 'pengemudi', 'irs', '20', 'terpengaruh']"
"Keamanan berkendara tidak hanya milik pengendara dan penumpang dewasa saja, anak-anak pun butuh keamanan yang esktra! Fitur Isofix sangat penting keberadaannya pada setiap mobil karena dapat...",netral,"['keamanan', 'berkendara', 'tidak', 'hanya', 'milik', 'pengendara', 'dan', 'penumpang', 'dewasa', 'saja', 'anakanak', 'pun', 'butuh', 'keamanan', 'yang', 'esktra', 'fitur', 'isofix', 'sangat', 'penting', 'keberadaannya', 'pada', 'setiap', 'mobil', 'karena', 'dapat']","['keamanan', 'pengendara', 'penumpang', 'dewasa', 'keamanan', 'esktra', 'fitur', 'isofix', 'keberadaannya']"
"PORTALBALIKPAPAN.com - Kecelakaan tunggal terjadi di kawasan Gunung Sari pada Senin (3/7/2023) siang, mobil Mitsubishi Expander lepas kendali menabrak tiang. IG @portalbalikpapan (@IklanBalikpapan) on X https://t.co/lbjtEcCR3D",negatif,"['portalbalikpapancom', 'kecelakaan', 'tunggal', 'terjadi', 'di', 'kawasan', 'gunung', 'sari', 'pada', 'senin', '372023', 'siang', 'mobil', 'mitsubishi', 'expander', 'lepas', 'kendali', 'menabrak', 'tiang', 'ig', 'on', 'x']","['portalbalikpapancom', 'kecelakaan', 'tunggal', 'kawasan', 'gunung', 'sari', '372023', 'mitsubishi', 'expander', 'lepas', 'kendali', 'menabrak', 'tiang', 'ig']"
"Pertamax RON 95 Segera Dipasarkan, Toyota Indonesia Bilang Mobil-mobilnya Siap Minum!Translate post",netral,"['pertamax', 'ron', '95', 'segera', 'dipasarkan', 'toyota', 'indonesia', 'bilang', 'mobilmobilnya', 'siap', 'minumtranslate', 'post']","['pertamax', 'ron', '95', 'dipasarkan', 'toyota', 'indonesia', 'bilang', 'mobilmobilnya', 'minumtranslate']"
"PENGUNDIAN PERIODE 1 KARNAVAL AJBS 2023 Periode Pembelanjaan : 1 Januari - 30 Juni 2023 Jumat , 7 Juli 2023 | 16.00 - selesai MC : Kiki Arlina HADIAH UNDIAN PER PERIODE : - 1 Unit Mobil Daihatsu...",netral,"['pengundian', 'periode', '1', 'karnaval', 'ajbs', '2023', 'periode', 'pembelanjaan', '1', 'januari', '30', 'juni', '2023', 'jumat', '7', 'juli', '2023', '1600', 'selesai', 'mc', 'kiki', 'arlina', 'hadiah', 'undian', 'per', 'periode', '1', 'unit', 'mobil', 'daihatsu']","['pengundian', 'periode', 'karnaval', 'ajbs', 'periode', 'pembelanjaan', '30', 'juni', 'juli', '1600', 'selesai', 'mc', 'kiki', 'arlina', 'undian', 'periode', 'daihatsu']"
Pabrik Toyota Cuma Produksi Mobil Hybrid Bulan IniTranslate post,netral,"['pabrik', 'toyota', 'cuma', 'produksi', 'mobil', 'hybrid', 'bulan', 'initranslate', 'post']","['pabrik', 'toyota', 'produksi', 'hybrid', 'initranslate']"
"Mobil Honda Estilo bernopol B-7-IRO menabrak tiang lampu hingga terbalik di Tol Wiyoto Wiyono, Kelapa Gading, Jakut, pada Rabu (5/7) sekitar pukul 17.40 WIB.Translate post",negatif,"['mobil', 'honda', 'estilo', 'bernopol', 'b7iro', 'menabrak', 'tiang', 'lampu', 'hingga', 'terbalik', 'di', 'tol', 'wiyoto', 'wiyono', 'kelapa', 'gading', 'jakut', 'pada', 'rabu', '57', 'sekitar', 'pukul', '1740', 'wibtranslate', 'post']","['honda', 'estilo', 'bernopol', 'b7iro', 'menabrak', 'tiang', 'lampu', 'terbalik', 'tol', 'wiyoto', 'wiyono', 'kelapa', 'gading', 'jakut', '57', '1740', 'wibtranslate']"
"Penampakan Honda Estilo Hancur Parah Kecelakaan di Tol, 2 Penumpang SelamatTranslate post",negatif,"['penampakan', 'honda', 'estilo', 'hancur', 'parah', 'kecelakaan', 'di', 'tol', '2', 'penumpang', 'selamattranslate', 'post']","['penampakan', 'honda', 'estilo', 'hancur', 'parah', 'kecelakaan', 'tol', 'penumpang', 'selamattranslate']"
"#WulingQuiz Ayo, coba perhatikan dengan seksama mobil Wuling apa saja yang muncul dan menangkan saldo e-wallet total senilai Rp500rb untuk 5 pemenang APrasetyo (@Amd_Prasetyo) on X ????? ???????? ??? ????????",netral,"['ayo', 'coba', 'perhatikan', 'dengan', 'seksama', 'mobil', 'wuling', 'apa', 'saja', 'yang', 'muncul', 'dan', 'menangkan', 'saldo', 'ewallet', 'total', 'senilai', 'rp500rb', 'untuk', '5', 'pemenang', 'aprasetyo', 'on', 'x']","['perhatikan', 'seksama', 'wuling', 'senilai', 'rp500rb', 'pemenang', 'aprasetyo']"
Kekayaan alam dan budaya di Sumatera mendorong para pegiat lingkungan untuk terus melestarikannya sebagai upaya sustainability yang eco friendly. Ikuti terus perjalanan bersama All New Kijang...,positif,"['kekayaan', 'alam', 'dan', 'budaya', 'di', 'sumatera', 'mendorong', 'para', 'pegiat', 'lingkungan', 'untuk', 'terus', 'melestarikannya', 'sebagai', 'upaya', 'sustainability', 'yang', 'eco', 'friendly', 'ikuti', 'terus', 'perjalanan', 'bersama', 'all', 'new', 'kijang']","['kekayaan', 'alam', 'budaya', 'sumatera', 'mendorong', 'pegiat', 'lingkungan', 'melestarikannya', 'upaya', 'sustainability', 'eco', 'friendly', 'perjalanan', 'all', 'kijang']"
" Sandi Toyota Tasikmalaya (@Toyotasik) on X Professional Marketing Toyota
Area Tasik & Ciamis Jawa Barat
https://t.co/YfebiE8BGT",netral,"['sandi', 'toyota', 'tasikmalaya', 'on', 'x', 'professional', 'marketing', 'toyota', 'area', 'tasik', 'ciamis', 'jawa', 'barat']","['sandi', 'toyota', 'tasikmalaya', 'professional', 'marketing', 'toyota', 'tasik', 'ciamis', 'jawa', 'barat']"
Waduuhhh,negatif,['waduuhhh'],['waduuhhh']
"Produksi Daihatsu Indonesia Capai 8 Juta Unit, Tiga Model Ini Jadi Kontributor Terbesar #TempoOtomotifTranslate post",netral,"['produksi', 'daihatsu', 'indonesia', 'capai', '8', 'juta', 'unit', 'tiga', 'model', 'ini', 'jadi', 'kontributor', 'terbesar', 'post']","['produksi', 'daihatsu', 'indonesia', 'capai', 'juta', 'model', 'kontributor', 'terbesar']"
Produksi Mobil Daihatsu Indonesia Cetak Rekor BaruTranslate post,netral,"['produksi', 'mobil', 'daihatsu', 'indonesia', 'cetak', 'rekor', 'barutranslate', 'post']","['produksi', 'daihatsu', 'indonesia', 'cetak', 'rekor', 'barutranslate']"
"Nanya dong, beli mobil Honda baru 6 bulan selang radiator bocor. Ini garansi atau gak ya? Saya bawa ke bengkel resmi bayar beli selang dan masangnya soalnya @hondaismeTranslate post",netral,"['nanya', 'dong', 'beli', 'mobil', 'honda', 'baru', '6', 'bulan', 'selang', 'radiator', 'bocor', 'ini', 'garansi', 'atau', 'gak', 'ya', 'saya', 'bawa', 'ke', 'bengkel', 'resmi', 'bayar', 'beli', 'selang', 'dan', 'masangnya', 'soalnya', 'post']","['nanya', 'honda', 'selang', 'radiator', 'bocor', 'garansi', 'bengkel', 'resmi', 'bayar', 'selang', 'masangnya']"
"Sebelum Pertamax Green 95 Hadir, Semua Mobil Suzuki Bisa Tenggak EtanolTranslate post",netral,"['sebelum', 'pertamax', 'green', '95', 'hadir', 'semua', 'mobil', 'suzuki', 'bisa', 'tenggak', 'etanoltranslate', 'post']","['pertamax', 'green', '95', 'suzuki', 'tenggak', 'etanoltranslate']"
"Bagasi Luas Nggak perlu khawatir kalo tiba-tiba mau belanja bulanan! All New Ertiga Hybrid punya bagasi yang luas, bisa muat semua belanjaan kamu. ?Translate post",positif,"['bagasi', 'luas', 'nggak', 'perlu', 'khawatir', 'kalo', 'tibatiba', 'mau', 'belanja', 'bulanan', 'all', 'new', 'ertiga', 'hybrid', 'punya', 'bagasi', 'yang', 'luas', 'bisa', 'muat', 'semua', 'belanjaan', 'kamu', 'translate', 'post']","['bagasi', 'luas', 'khawatir', 'tibatiba', 'belanja', 'bulanan', 'all', 'ertiga', 'hybrid', 'bagasi', 'luas', 'muat', 'belanjaan']"
"Sebelum Pertamax Green 95 Hadir, Semua Mobil Suzuki Bisa Tenggak Etanol #Ramadan http://dlvr.it/SrpDJ8Translate post",netral,"['sebelum', 'pertamax', 'green', '95', 'hadir', 'semua', 'mobil', 'suzuki', 'bisa', 'tenggak', 'etanol', 'post']","['pertamax', 'green', '95', 'suzuki', 'tenggak', 'etanol']"
#WulingQuiz Seberapa jeli Anda bisa menebak mobil-mobil Wuling di balik tirai ini dengan benar untuk memenangkan hadiah saldo e-wallet total senilai Indrie (@_Indrie_) on X Hidup akan penuh warna jika kamu selalu tersenyum dalam menjalankan hari harimu ^^,positif,"['seberapa', 'jeli', 'anda', 'bisa', 'menebak', 'mobilmobil', 'wuling', 'di', 'balik', 'tirai', 'ini', 'dengan', 'benar', 'untuk', 'memenangkan', 'hadiah', 'saldo', 'ewallet', 'total', 'senilai', 'indrie', 'on', 'x', 'hidup', 'akan', 'penuh', 'warna', 'jika', 'kamu', 'selalu', 'tersenyum', 'dalam', 'menjalankan', 'hari', 'harimu']","['jeli', 'menebak', 'mobilmobil', 'wuling', 'tirai', 'memenangkan', 'senilai', 'indrie', 'hidup', 'penuh', 'tersenyum', 'menjalankan', 'harimu']"
wechat: Indrie_,netral,"['wechat', 'indrie_']","['wechat', 'indrie_']"
