tweet,sentiment
"Udah siap dengan #DaihatsuQuiz???? Siap-siap ya, karena bakal ada saldo Astrapay 200ribu untuk 4 orang Caranya - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply jawaban sebanyak-banyaknya...",netral
"CCTV detik2 mobil Honda Brio yang ditumpangi sepasang laki-laki dan perempuan mengalami kecelakaan tunggal di Jalan Boulevard, Panakkukang, pada Rabu subuh (6/9/2023), kecelakaan tersebut menyebabk...",negatif
"Kenal lebih dekat dengan Honda CONNECT yang dapat membuat kamu lebih terhubung dengan mobil Honda kesayanganmu! Dengan Honda CONNECT, kini kamu dapat mengakses berbagai informasi terkait mobilmu,...",netral
"Mahasiswa bernama Nasruddin NB(23) dan rekan wanitanya, Triolha Nur Cahyani (23) tewas di tempat usai mobil Honda Brio yang ditumpanginya terguling di Makassar. ??? (@adzkiarahmia) on X Nothing!!!",negatif
"Dijamin nggak cuma kuat nanjak, tapi juga tangguh di segala medan! ? Suzuki Jimny dilengkapi dengan Sasis Ladder Frame yang kokoh membuat rangka mobil lebih kuat untuk berpetualang ke mana...",positif
"Bukan manusia ini, kasat lantasnya juga bukan manusia. Udah gapunya akal sama hati soalnya, miris bgt baca beritanya??Translate post",negatif
"Jangan ngaku anak muda kalau belum punya Suzuki New Ignis~ ? Suzuki New Ignis si paling menjawab kebutuhan lifestyle kamu dengan steering wheel switch control, head unit touch screen dan...",netral
"Ada Program Perawatan Baru untuk Pemilik Mobil Mitsubishi. viva.co.id. Ada Program Perawatan Baru untuk Pemilik Mobil Mitsubishi. Belum lama ini, PT Mitsubishi (@) on X Mantle Journey Season Alpha: 500k $MNT event ?

? This is for the MJ explorers!

We're excited to kick off Mantle Journey's first event with two massive prizes up for grabs!

Starts: ? Aug. 29, 1PM UTC
Ends: ? Sept. 12, 1PM UTC

Let's dive into how you can win yours ?⬇️",netral
Tweet About Us: Post a tweet saying “Claim your Christmas present now at https://lightningassets.art/#/airdrop where @LightningAssets makes everyone $Merry Input your NPK: npub1el54gdk2lqs2g728e7...,netral
"Kasat Lantas Polrestabes Makassar AKBP Amin Toha menyebut, pihaknya telah menerima laporan terkait bayi 15 bulan yang terlindas mobil Mitsubishi Pajero Sport. (@) on X ""nanti kita kesana ya""

BOHONG, KALO GA NIAT JANGAN BUAT JANJI bangSAAAAAAT.",negatif
"Sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam 20.35 wib hingga meninggal dunia. Menurut saksi Noth (@FallPallVall) on X kalo kata Dori, just keep swimming",negatif
"buat pembeli sebelum giias, ini menyebalkan. saya serah terima baleno tanggal 10 agustus tepat pada hari suzuki indonesia melakukan upgrade ini. tidak pernah Pete PJ (@pete_peter) on X Photographer • PJ Photo • ♥Jesus • ♥Fujifilm X-H1 • ♥Sony a7m3 | InstaGram :@pj_pete |",negatif
"Kasat Lantas Polrestabes Makassar AKBP Amin Toha menyebut, pihaknya telah menerima laporan terkait bayi 15 bulan yang terlindas mobil Mitsubishi Pajero Sport. April Liana (@ShUtMand) on X SHAKA UTAMA MANDIRI",negatif
"kau perlu istirahat, kau hadir.. pasti ku sambut. kau ingin melanjutkan perjalanan, kupersilahkan.",netral
"Kap dan bodi depan mobil Toyota Fortuner rusak akibat tertimpa besi hollow yang jatuh dari truk di Tol Pancoran, Jakarta Selatan, Kamis (7/9/2023). Kejadian itu berlangsung sekitar pukul 17.00...",negatif
"Aksi emak-emak putar balik Fortuner di Tol Indralaya-Prabumulih, Sumatera Selatan, yang viral di media sosial berakhir di kantor polisi. Mobil Toyota Fortuner berwarna hitam itu ditilang. Ketiga...",negatif
"Beberapa waktu lalu Flash Sale Rp1 Shopee sempat menghebohkan masyarakat lantaran ada lima orang yang beruntung mendapatkan masing-masing 1 unit mobil Toyota Portal Jogja (@portaljogjacom) on X Portal berita nasional di Daerah Istimewa Yogyakarta
Part of Pikiran Rakyat Media Network (PRMN)
Ikuti Instagram kami @redaksi.portaljogja",positif
"""????????? ???? ???????????? ?????? ????? ???? ?? ?????""...",netral
Pelatih pertama dalam sejarah sepakbola Indonesia meloloskan 3 timnas Indonesia sekaligus ke putaran final Piala Asia...nama nya Shin Tae Yong • Timnas Senior • Timnas U-23 • Timnas U-20...,positif
"Bahkan air mata pun tak mampu menjelaskan lagi,sesakit apa aku sekarang,mental pun hancur sehancurnya,menjelaskanpun aku sdah tak mampu..",negatif
Hampir jadi final destination,negatif
Apa lagi kalau si doi yang nanya “Karcis parkir ama kamu kan?” ? #DaihatsuSahabatkuTranslate post,netral
Biar seru pin serah terima unit disini. Km mau jg punya mobil #Hyundai yg pernah kebawa mimpi? #testDrive #Kredit #Cash Hotline: 0813 11000 166 | Jabodetabek,netral
"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, (@) on X [아이유의 팔레트?]

'뷔'긴 어게인 (With 뷔) Ep.24
'V'egin Again (With V) Ep.24

? https://t.co/LqwTp7JPLH

#아이유 #IU 
#V #뷔",negatif
"Kasat Lantas Polrestabes Makassar AKBP Amin Toha menyebut, pihaknya telah menerima laporan terkait bayi 15 bulan yang terlindas mobil Mitsubishi Pajero Sport. selfAron (@Sakota16) on X Rise up and shine - Manusya Berkembang? & Gorjes? - Malang Siteh",negatif
"?Obrolan Newsroom - REVISI SENYAP UU MK, UPAYA ""BERSIH-BERSIH"" HAKIM KONSTITUSI?",negatif
"Kap dan bodi depan mobil Toyota Fortuner rusak akibat tertimpa besi hollow yang jatuh dari truk di Tol Pancoran, Jakarta Selatan, Kamis (7/9/2023). Kejadian Mamang Didiet (@didietnih) on X Producer, video maker, photographer, founder @dajok_ekspress, #teamBandung",negatif
Truk or mobil bak bawa barang nggak sesuai wadahnya gini nyeremin banget. Nggak bisa ditertibin apa..Translate post,negatif
Laki-laki tidak tahu sakitnya ketika perempuan menstruasi Yg dia tahu hanya “lah wong wedok aleman.”,negatif
Ngaturaken sedoyo lepat lan khilaf. Minal aidin wal faizin. Mohon maaf lahir dan batin. Selamat Idul fitri 1445 H. #IdulFitri1445H #happylebaran #EidMubarak,positif
"Mobil Toyota Rush pelat merah B-1540-PQS yang disiram Mensos Risma ternyata pajaknya mati! Heboh Mensos Risma Cuci Mobil Dinas yang Pajaknya Mati. From oto (@) on X SEDEKAH AIR BERSIH UNTUK MENDIANG ORANGTUA

?Web | https://t.co/9tX12mLmIG
?FB Fanpage | Mitra Wakaf
?Instagram | MitraWakaf
?Twitter | MitraWakaf

?WhatsApp | https://t.co/RnwrXc0PoT

Mitra Wakaf Indonesia
Kebaikan yang Terus Mengalir",negatif
"Gokil, tadi karena lagi makan jejepangan daerah blok m dan nunggu temen, numpang kencing ke blok m square. Pas mau masuk ada banyak bapak2 duduk didepan. Di toilet sepi, pas gue kencing, tbtb...",negatif
"Sep 5, 2023. Kasat Lantas Polrestabes Makassar AKBP Amin Toha menyebut, pihaknya telah menerima laporan terkait bayi 15 bulan yang terlindas mobil Mitsubishi ヒラ (@H2o8) on X cat and mainecoon lover| https://t.co/2QjmJRSigI (DJ Yuka) Hira ex-M2o8 voc | song cover | wattpad story write",negatif
Anak skena butuh mobil yang cocok dengan personanya! ? Suzuki Baleno punya bodi yang kecil dengan liquid flow design yang aerodinamis bikin makin pede kalo nongkrong di tempat kalcer~ #Suzuki...,positif
"Toyota Friends, siapa di sini yang suka ngikutin balap Toyota Gazoo Racing? Coba sebutkan mobil Toyota apa yang digunakan pada ISSOM Round 4? Jawabannya bisa kamu temukan di Instagram Toyota...",netral
TAFの方と繋がっている方がいればお繋ぎ頂けないでしょうか？?‍♂️Translate post,netral
"Wacana pembebasan pajak mobil katanya tinggal selangkah lagi terlaksana. Mari berandai harga mobil Honda Brio, Toyota Avanza, Toyota Rush, dan lainnya. 1. 7. 6. (@) on X Guys, guys,

Ada yg mau ikut bareng uji coba naik Kereta Api Cepat? Ada tiket gratis nih buat 40 orang.

Caranya gampang banget:
- RT dan reply di sini dengan pantun pake kata ""kereta""
- Pakein hashtag #KACepatUntukIndonesia

Ditunggu cuma sampe jam 9 malem ini, ayo buru-buruan.",netral
Setiap bagian dari mobil perlu perawatan termasuk jok mobil berbahan fabric! Perhatikan kedua hal ini agar jok mobil kamu selalu tampil seperti baru~ ✨ #Suzuki #SuzukiIndonesia #SuzukiTeManBerken...,positif
Square profile picture. Official Suzuki Indonesia · @SuzukiIndonesia. ·. Jan 9. Coba kasih tau mimin kamu tim nyetir yang mana RT: AGS (Auto Gear Shift) Like Soe Ora Jamu (@ngowoosss) on X Hamba sejati sang Gusti,netral
"I like the following feature(s) of CALIBURN G3： . I’ve already joined the spinning lucky wheel. Now, I share it with you. Come and enter the game on https://myuwell.com/event/caliburn-g3-2023.h...",netral
"Ingatkah Anda kapan bergabung dengan X? Ya, saya ingat! #MyXAnniversary",netral
"FAJAR/RIAN JUARA!!! Fajar/Rian tuntaskan Daihatsu Indonesia Masters 2022 dengan podium tertinggi! Ini juga jadi gelar pertama mereka di Istora! SELAMAT Alfaiza Naila Adyana (@alfaiza_naila24) on X Follow my another social media:
Instagram & Threads: @nailastagram242
Facebook: Alfaiza Naila Adyana
TikTok: @alfaizanaila24",positif
building blocks,netral
"Selain otomotif, apa aja nih hobi Sahabat?Translate post",netral
?,netral
"Seandainya cuma boleh pilih satu lagu untuk nemenin kamu nyetir setiap hari, apa judul lagu yang terlintas di kepalamu? ? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
Kalau Daimin satu kata buat malming kali ini udah jelas…. “Melamun~” Coba drop versi Sahabat Daihatsu! #DaihatsuSahabatkuTranslate post,netral
"Nggak cuma tahan banting saat diajak anter orderan sampe pusing, tapi juga bisa bawa untung anti buntung~ ? Suzuki New Carry Pick Up punya harga jual kembali tinggi karena ketangguhan mesinnya...",positif
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia https://kemdikbud.go.id/main/blog/2023/09/penerimaan-calon-anggota-lembaga-sensor-film-lsf-dan-tenaga-sensor-lsf-kemendikbudristek-2023…,netral
Sefruit tips buat Sahabat Daihatsu yang mau ngajak keluarga ke pantai weekend ini! Ada lagi gak ya?? #DaihatsuSahabatkuTranslate post,positif
"Kalau Sahabat suka sama seseorang, tapi bapaknya galak. Apa yang bakal dilakuin? 1. Stay di N dulu (berhenti di tempat) 2. Oper ke D (maju) 3. Pilih R aja lah (mundur)Translate post",netral
Nemu ini di ig ??,netral
AC jangan asal sembarang nyalain buat adem-ademin kabin aja~ 🫠 Jangan lupa dirawat dan hindari kebiasaan buruk ini biar AC mobil kamu sehat walafiat! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkend...,positif
"Jual mobil Suzuki Jimny 4x4 tahun 1987. Buka harga 78jt. Klo gak nego bonus dpet velg dua set?? Lokasi: BSD, Tangerang SelatanTranslate post",positif
Promo spesial bagi yang ingin membeli mobil Wuling via Bank MandiriTranslate post,positif
Akhurnya terungkap juga kenapa KH Imadudin TDK hadir di acara debat nasab HABAIB di Kesultanan Banten.... https://youtu.be/W2uA1zCQb4o?si=dYq10STIMm0etjfR…,netral
Selamat Memperingati Maulid Nabi Muhammad SAW. Semoga semangat kepemimpinan dan keteladanan Nabi terus menerangi perjalanan Sahabat menuju masa depan yang lebih baik. #DaihatsuSahabatkuTranslate post,positif
"Video keributan antara pengendara mobil Mitsubishi Pajero pelat RF berstrobo dengan sopir angkot beredar di media sosial. Polisi pun menyelidiki video (@) on X Buruh merupakan kelompok pekerja yang selama ini kurang mendapat perhatian. Padahal hasil kerja mereka memiliki peran penting dalam pembangunan Indonesia. Berikut cuplikan misi AMIN untuk memberikan kesejahteraan kelompok masyarakat buruh.

Dokumen lengkapnya bisa dibaca di…",negatif
"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, menjual bermacam macam✨ (@Desstoree) / X",negatif
Some pain just can't be explained. A silent cry all night long feels ok tho,negatif
"Nikmati kenyamanan berkendara & berkesempatan mendapatkan reward 2 juta rupiah* jika kamu meminimalisasi akselerasi & pengereman mendadak serta berbelok tajam.​ Khusus pengguna Toyota Insurance,...",positif
Secarah senyum yg ada,positif
"Daihatsu Indonesia · @DaihatsuInd. ·. May 21, 2023. Seru-seruan dapet hadiah? Cuma ada di #DaihatsuGiveaway dong! Yuk jawab pertanyaannya & menangkan Devy Larasati Sukoco (@devy_laras) on X Teacher and Traveler",positif
"Jan 29, 2023. Daihatsu Indonesia Masters 2023 tiba di laga final hari ini. Tiga wakil Indonesia siap berlaga dengan satu gelar juara sudah dipastikan bott (@Winataputraa) on X tak masuk akal, tp akal bisa masuk • OnePiece",negatif
"1,6,2007",netral
Jual Mobil Honda Accord VTIL 2003 (tipe tertinggi) Plat AB Lokasi di Sewon Bantul Termurah dengan kondisi sangat apik Silakan WA ke O851-5863-995O Hanya respon via WA saja,positif
" 성용재 ? (@diaapratiwikk) on X orang cakep harus kuat!!✨
istrinya bang repan?",netral
"Selamat Memperingati Hari Kesaktian Pancasila, Sahabat! Mari bersama Daihatsu Indonesia lestarikan nilai pancasila untuk Indonesia semakin jaya. #DaihatsuSahabatkuTranslate post",positif
"Daihatsu Indonesia · @DaihatsuInd. ·. Jan 16. Jawab pertanyaannya dan Daimin kirimin saldo Astrapay 200ribu untuk 4 orang beruntung! Ikutin syaratnya di bawah Munika (@Munika1990) on X Semua yang ada sudah tertulis DariSana
Tak usah berkeluh kesah cukup jalani dengan ikhlas
Yakinlah akan skenario terbaik Dari Nya",netral
Siap-siap Kepoin SiCepat periode ke 2 sudah dimulai nih Yuk kumpulin poin kamu supaya bisa berkesempatan memenangkan Mobil Wuling Air EV dan hadiah menarik lainnya ? info lengkapnya cek...,netral
jaehyun nyetir mobil fortuner item gagah di jalanan eh disalip taeyong pake mobil wuling air ev kuning,negatif
PROMO SEPTEMBER CERIA 2023 : MELAYANI PEMESANAN MOBIL TOYOTA : ☆ Cash & Credit ☆ DP Rendah & Angsuran Ringan. ☆ Proses BLI EKO (@EkoToyota2) on X Hai sahabat Perkenalkan Saya Bli Eko Sales Executive Toyota di Lampung. Siap membantu sahabat dalam mewujudkan kendaraan impian sahabat.,netral
"Daihatsu Indonesia · @DaihatsuInd. ·. Feb 18, 2022. 2022 pengennya nikah, Eh jadi korban harapan palsu, Kalo mau dapat hadiah, Jangan lupa follow Daihatsu! (@) on X ~ Ditolak lagi... ditolak lagi...malu ga ya ???
✓",negatif
3.,netral
"Keren nih ? Modifikasinya sih bikin speechless, pak Ganjar hanya bisa senyum terkesima dengan modifikasi mobil Hyundai bertema RI-1 Concept #SahabatGanjarTranslate post",positif
"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, Saidburhanuddin Channel (@Saidburhanuddi3) on X Berdikari",negatif
"Daihatsu Indonesia · @DaihatsuInd. ·. Sep 30, 2023. Gak bosan-bosan Daimin bagi saldo Astrapay buat Sahabat Daihatsu! Langsung pilih kotak nomor berapa aja Oki Deviyanti (@okidevi) on X Instagram : okidevi",positif
A Prasetyo's posts A Prasetyo (@PrasetyoWirasmo) on X hanya karyawan biasa,netral
"Skrg cita²ku bertambah! Akui ingin beli mobil wuling YANG KECIL LUCU CIMIT CIMIT ITUUHHH Ato gak mini cooper deh, atau brioTranslate post",netral
"Tadi binus! mati lampu gara2 ada yang nge charge mobil wuling air EV pakai colokan listrik parkiran mobil di lt 4 ya? milik pemerintah (@tjokroadisoerjo) on X (retourneert van de stilte)
setia, djudjur, mesra

bekende voorbeelden voor de gouvernement",negatif
"BREAKING NEWS Tersangka korupsi Syahrul Yasin Limpo yang sempat dikabarkan hilang kontak, terlihat di Bandara Soekarno Hatta malam ini. Berdasarkan foto foto yang diterima Tempo, Menteri Pertanian...",negatif
"Dengan mengunakan mobil Toyota Vellfire warna hitam Menteri Pertanian Syahrul Yasin Limpo mendatangi Polda Metro Jaya, Kamis (5/10) siang. ?Eds #BeritaElshintaTranslate post",netral
SYL tiba dengan mobil Toyota Vellfire warna hitam sekitar pukul 12.40 WIB. Ia masuk melalui pintu belakang Gedung Promoter dengan kawalan sejumlah personel propam.Translate post,netral
"Dua Warga Kulon Progo Tewas Seusai Konsumsi Miras, Dicampur Bir dan Minuman Bersoda Dua warga Kulon Progo, masing-masing asal Kapanewon Lendah dan Panjatan, meninggal dunia usai menenggak minuman...",negatif
"Daihatsu Indonesia · @DaihatsuInd. ·. Sep 30, 2023. Gak bosan-bosan Daimin bagi saldo Astrapay buat Sahabat Daihatsu! Langsung pilih kotak nomor berapa aja Marini frestilia (@marinifrestilia) on X Rinnii_Inemm
fb:rinii_inemm
line:marinifrestilia
instagram:marinifrestilia",netral
Teknisi Sepeda Motor Honda Indonesia Siap Adu Skill di Kompetisi Tingkat Dunia #HondaTranslate post,positif
Teknisi Motor Honda Indonesia Siap Adu Skill - https://jatengpos.co.id/teknisi-motor-honda-indonesia-siap-adu-skill/arif/…Translate post,positif
MOBIL MEWAH YANG MELANGGAR ARAH DI TOL DESARI DATANGI KANTOR POLISI‼ Tiga mobil mewah yang viral karena melanggar arah di Tol Desari akhirnya datang ke kantor polisi. Mereka kemudian dikenai...,negatif
Kuis dadakan berhadiah spesial untuk Suzuki Family! ? Reply jawabannya di bawah ini untuk dapatkan total hadiah Rp250.000 untuk 5 orang pemenang! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara...,positif
"Toyota Friends, siapa di sini yang pernah berkendara dengan All New Alphard HEV? Coba sebutkan mana fitur yang BUKAN fitur dari All New Alphard HEV? Jawab pertanyaannya dan menangkan saldo...",netral
Gak perlu khawatir kalo belanja banyak karena Bagasi New Terios siap menampung semua belanjaan Sahabat! #DaihatsuSahabatkuTranslate post,positif
"Sales Mobil Honda Lampung's posts Sales Mobil Honda Lampung (@GocarAbang) on X sales consultant of Honda Lampung Raya. 
best price. 
best deal. 
best service. 
call me now! ?",netral
Brad Binder Tercepat! Berikut Hasil Semua Kelas MotoGP Australia Hari Pertama https://balapmotor.net/balap-dunia/brad-binder-tercepat-berikut-hasil-semua-kelas-motogp-australia-hari-pertama…...,netral
"Terpaksa harus parkir paralel karena kehabisan tempat parkir seri? Gak perlu risau dan bimbang, perhatikan hal-hal ini biar parkir paralel kamu lancar! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkenda...",netral
TREM di TURKI #shorts https://youtu.be/ayc2GdPqjCM?si=Ks_tDybUOA9tQFy1… via @YouTube,netral
"Niat mo komplain di komentar,ternyata komentarnya komplain semua 🫣Translate post",negatif
Semua mobil berhak mendapatkan perawatan yang terbaik untuk menunjang kinerja mesinnya! Simak tips and tricks cara merawat baterai Lithium-ION di bawah ini. #Suzuki #SuzukiIndonesia #SuzukiTeManBer...,positif
Malem mingguan di Bandung enaknya makan apa yaaaa ? Mimin butuh rekomendasi makanan khas Bandung yang buka sampe malem dong~ #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,netral
"Kasat Lantas Polrestabes Makassar AKBP Amin Toha menyebut, pihaknya telah menerima laporan terkait bayi 15 bulan yang terlindas mobil Mitsubishi Pajero Sport. Ida Bagus Putu Deni Saputra (@IBPutuSaputra) on X Standar ?",negatif
Richi (@Richi14167708) on X ngebanyol,netral
"Daihatsu Indonesia · @DaihatsuInd. ·. Oct 8, 2023. Weekend sambil rebahan daimin mau bagi-bagi saldo Astrapay masing-masing 100ribu buat 3 orang nih Caranya Ketut Arya Budiyana (@AryaBudiyana) on X santuy aja",netral
Honda Indonesia Juara di GTC 2023: Konsistensi Jadi Kunci Kemenangan sang TeknisiTranslate post,positif
Mewah dan gagah tampilan Mobil Honda Civic Type R (Lagi trending Teroris dan Jakarta)Translate post,positif
"Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, Kecamatan Panakukkang, Makassar, Sulawesi Selatan. X- এ Terra Nova (@TeeeRRaaaA) ⠀⠀ ⠀⠀""Workhard/Workout/Hiking""? ⠀⠀⠀⠀⠀Seniman?FilmMaker ? Ngopi di Pintu Langit High Angle °WebSeries° Muara Prima Entertainment •Muara Series•Channel",negatif
"to be clear ""taeyong wuling"" gak menjurus ke something bad sumpah itu tuh karena taeyong selama ini kan orang orang liatnya dia kecil mungil gemes dan kayaknya kalau dia liat mobil wuling itu...",netral
"Siapa yang mau motor, mobil harganya 10RB?! Tonton LIVE bersama Ruben Onsu MALAM INI jam 20.30 & 21.00 WIB karena akan ada FLASH SALE 10RB MOTOR YAMAHA NMAX & MOBIL TOYOTA AVANZA masing-masing...",netral
Dukungan untuk pembangunan di Papua mencerminkan komitmen kita pada persatuan #KitongDukungOtsus,positif
Teknisi Sepeda Motor Honda Indonesia Sabet Gelar Teknisi Terbaik Dunia http://dlvr.it/SxBcp7,positif
"Viral pengemudi Fortuner mengamuk menabrak dan merusak mobil Honda Brio kuning di kawasan Senopati, Jakarta Selatan, Minggu (12/2) dini hari. #newsupdate Y A S Y A F ? (@zaidysf) on X Approximately 30 minutes late to everything | Tech guy | Gooners #VCC",negatif
Top 10 Kesalahan Berlogika Warganet Ketika Berdiskusi di Twitter/X. Kamu sering pakai yang mana? Berikut contoh-contohnya. Kesalahan logika / logical fallacies adalah kesalahan dalam penalaran...,negatif
"Daihatsu Indonesia · @DaihatsuInd. ·. Oct 10, 2023. Waktunya bagi-bagi rejeki buat Sahabat Daihatsu Ada saldo Astrapay 200ribu buat 4 orang yang beruntung Poerwanto D. Ace (@poer_1anto) on X AC Milan | #MilanistiIndonesia | One Piece, Bleach | Ceritanya Lulusan Akuntansi Pajak | IG: @poerwanto_d_ace",positif
"Daihatsu Indonesia · @DaihatsuInd. ·. Oct 10, 2023. Waktunya bagi-bagi rejeki buat Sahabat Daihatsu Ada saldo Astrapay 200ribu buat 4 orang yang beruntung (@) on X Waktunya bagi-bagi rejeki buat Sahabat Daihatsu

Ada saldo Astrapay 200ribu buat 4 orang yang beruntung, lesgoo!

Jangan lupa caranya:
- Follow @DaihatsuInd
- RT &amp; LIKE tweet ini
- Reply jawaban sebanyak-banyaknya dengan hashtag #DaihatsuQuiz

Akun jangan diprivate ya ?",positif
Innova Zenix Membuat Mobil Toyota Nggak Layak Lagi Disebut Mobil Rakyat. Malah Mendingan Innova Reborn #TerbaruTranslate post,positif
"WASPADA, MALING KACA SPION MENGINTAI‼ Tampak seorang laki-laki mengendarai sepeda motor mengambil 2 kaca spion mobil Toyota Yaris milik penghuni rumah kos 14-A di Jl Cipete I Rt 007/03 Cipete...",negatif
"Syahrul Yasin Limpo Tersangka Gratifikasi dari ASN, Nilainya Rp 13,9 MTranslate post",negatif
"Saya mau melihat mobil terbaru Hyundai Indonésia IONIQ 6,mau ikutan Tes drive, foto foto sama mobil Hyundai yang keren, ikutan Game seru yang pasti banyak Mugiy_nuno (@Mugiy_nuno) on X Manusia hanya berusaha,Allah yang menentukan.",netral
Terpaksa harus mengisi bensin di SPBU yang self-service? Tenang! Ikuti tips ini biar isi bensin lancar jaya! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,netral
"Setelah selesai mengisi, kembalikan selang bensin ke posisi awal. Mesin akan secara otomatis mengeluarkan struk pembelian saat selang diletakkan.Translate post",netral
"Mobil Terbalik di Ring Road Utara, Penumpang Selamat Mobil Suzuki X Over nopol AB 1860 QH mengalami kecelakaan tunggal di Jalan Padjajaran (Ring Road utara), tepatnya di Dusun Pugeran, Maguwoharjo,...",negatif
"Kalau daimin Icy White sih, tapi Red Metalic juga asik. Bagus semua!!!! Coba deh, kalau versi Sahabat Daihatsu apa? #DaihatsuSahabatkuTranslate post",positif
"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi (@) on X Sekitar 70 Ribu WNI di Hong Kong Gagal Nyoblos hari ini. Apa sebabnya? #newsupdate #update #news #text https://t.co/a5BtrKjorr",negatif
"Menjawab kebutuhan, Toyota Indonesia Academy (TIA) mencetak 36 spesialis elektrifikasi yang siap terjun di dunia otomotifTranslate post",positif
bekled jok mobil surabaya Pasang bekled jok semi bekled jok mobil honda hrv 2023 pemasangan jok semi paten honda hrv 2023 kombinasi warna hitem dan putih for info hub bekleedauto Surabaya seat...,netral
"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi Tanah Air (@PurwokoDoank) on X INDONESIA UNSTOPPABLE",negatif
"Nabung bisa dapat mobil impian! Menangkan hadiah undian mobil Wuling Air Ev Lite dengan buka dan tingkatkan saldo Tabungan Online. Semakin besar saldomu, semakin besar kesempatan bawa pulang...",positif
Dua oknum anggota polisi yang terlibat pencurian mobil Honda Brio BE 1682 GG di parkiran Mal Boemi Kedaton (MBK) terancam Pemberhentian Tidak dengan Hormat (PTDH). #publisherstory #lampunggehTransl...,negatif
Malem malem temen gua curhat kalau dia baru annviversary ke 1 sama pacarnya dan gua ngakak bgt ucapan dari pacarnya (tmn gw cewek) dan mereka ini beda agama ?,positif
"Lagi rame banget orang-orang ke luar negeri tapi sewa mobil buat transportasinya. Emangnya SIM Indonesia itu bisa digunakan di negara mana aja sih? ? Coba tulis jawaban kamu reply, buat...",netral
Cung siapa yang di mobilnya udah siapin recehan buat pengamen dan kang parkir! ☝️Translate post,negatif
C. 100.000 min #BRImoFSTVL yuk ikutan @aritaknia @diannuraeni @Riankaaaa,netral
"Solusi buat anak muda yang pengen tampil sporty! ? DP & CICILAN RINGAN! Raih promo menggelegar bulan Oktober yang berlaku untuk setiap pembelian Suzuki S-Presso. Yuk, langsung meluncur ke...",netral
Tentu lebih baik telat daripada kaga sama sekali... Silakan print sendiri buat yang mau jadwal piala eropa 2020... Mentahnya unduh dimari ? https://dropbox.com/sh/9ysdnietc61dwer/AADg7ti7lhcz97n...,positif
"Pertama beli mobil Honda Jazz bekas dengan harga 115jt, itupun ngegocek sekitar 62% dari total asset crypto di wallet. Berhubung limit tf BRI 50jt & 65jt lagi gk bisa di tf kan ke si penjual,...",netral
"Selain mengoptimalkan bahan bakar, pemanfaatan teknik Eco Driving juga dapat mengurangi tingkat polusi dan lebih ramah lingkungan, apalagi kalau berkendara pakai Suzuki New XL7 Hybrid, pasti...",positif
"Ekspor Mobil Toyota Meningkat 2,5 Persen Tahun IniTranslate post",positif
"Ekspor Mobil Toyota Meningkat 2,5 Persen",positif
Video yang memperlihatkan keributan antara pengemudi angkot MikroTrans dengan pengemudi lain viral di media sosial. Peristiwa tersebut terjadi pada Selasa (17/10) siang di Jalan Raya Pasar...,negatif
"Hari minggu kemarin ke makam bapak nyapu, nyiramin se komplek sampe kuyup. Kebayang kan panasnya jogja kayak apa Eh 2 malem abis itu kok dimimpiin terus, pertama nonton bareng ke bioskop &...",negatif
Happy CNY 2024 ! Perdana nih ngepost anak di twitter / X. Ehehehe,positif
Bergabung dengan TikTok untuk mendukung teman Anda dan mulai dapatkan reward!,positif
Polisi Tetapkan Pengendara Mobil Berpelat Dinas Polri Palsu di Jakarta sebagai TersangkaTranslate post,negatif
"Official Suzuki Indonesia · @SuzukiIndonesia. ·. Oct 11, 2023. Terpaksa harus mengisi bensin di SPBU yang self-service? Tenang! Ikuti tips ini biar isi bensin icaly81 (@icaly81) on X Bandung",netral
"Buat Anda yang di Semarang, Jangan lupa kunjungi GIIAS 2023 Semarang!✨ Dapatkan benefit spesial setiap pembelian mobil Hyundai! Jangan lupa juga untuk download aplikasi myHyundai Indonesia!...",positif
